flac,control_category,prompt_id,requested_vocal,seed,vocal_energy_ratio,near_silent,present,type_correct,panns_vocal,common,semantic,aesthetic_pq,lyric
keep/ctlC_contra2/seed3_2027300003.flac,C_contradictory,ctlC_contra2,1,2027300003,0.19427,False,1,1,0.10876,2.2481290526822613,0.18709005415439606,7.80838680267334,0.0
keep/ctlC_contra2/seed4_2027300004.flac,C_contradictory,ctlC_contra2,1,2027300004,0.30928,False,1,1,0.4978,2.0569564132954414,0.40411311388015747,6.8102707862854,0.0
keep/ctlC_contra2/seed5_2027300005.flac,C_contradictory,ctlC_contra2,1,2027300005,0.14187,False,0,0,0.15704,2.0819889583075133,0.31069713830947876,6.99267578125,0.19999999999999996
keep/ctlC_contra2/seed6_2027300006.flac,C_contradictory,ctlC_contra2,1,2027300006,0.17244,False,0,0,0.08637,2.0257063592470077,0.315303772687912,6.942758560180664,0.0
keep/ctlC_contra2/seed7_2027300007.flac,C_contradictory,ctlC_contra2,1,2027300007,0.38092,False,1,1,0.09105,2.187320008791312,0.36042994260787964,7.4530205726623535,0.0
keep/ctlC_contra3/seed0_2027400000.flac,C_contradictory,ctlC_contra3,1,2027400000,0.42964,False,1,1,0.48466,1.9477408339295743,0.1533275842666626,7.042455673217773,0.0
keep/ctlC_contra3/seed1_2027400001.flac,C_contradictory,ctlC_contra3,1,2027400001,0.09105,False,0,0,0.25165,2.0744797763704943,0.29261600971221924,7.187458515167236,0.0
keep/ctlC_contra3/seed2_2027400002.flac,C_contradictory,ctlC_contra3,1,2027400002,0.28605,False,1,1,0.36001,2.092336032263464,0.3375210464000702,7.331723213195801,0.0
keep/ctlC_contra3/seed3_2027400003.flac,C_contradictory,ctlC_contra3,1,2027400003,0.3004,False,1,1,0.55176,1.6472043969499084,0.05044541135430336,6.890651226043701,0.0
keep/ctlC_contra3/seed4_2027400004.flac,C_contradictory,ctlC_contra3,1,2027400004,0.19476,False,1,1,0.42073,2.053778060192177,0.375583678483963,7.1504693031311035,0.0
keep/ctlC_contra3/seed5_2027400005.flac,C_contradictory,ctlC_contra3,1,2027400005,0.23803,False,1,1,0.54393,1.9694086087763947,0.19255876541137695,7.028468132019043,0.0
keep/ctlC_contra3/seed6_2027400006.flac,C_contradictory,ctlC_contra3,1,2027400006,0.33343,False,1,1,0.48894,2.343430138517323,0.42810139060020447,8.05832290649414,0.0
keep/ctlC_contra3/seed7_2027400007.flac,C_contradictory,ctlC_contra3,1,2027400007,0.27442,False,1,1,0.28261,2.2276010540784457,0.47214117646217346,7.62674617767334,0.0
keep/held_out_0001/seed0_2027500000.flac,D_e2_vocal_tail,held_out_0001,1,2027500000,0.0659,False,0,0,0.29796,1.8409658235239612,0.5560958385467529,6.578634738922119,0.5263157894736843
keep/held_out_0001/seed1_2027500001.flac,D_e2_vocal_tail,held_out_0001,1,2027500001,0.02485,False,0,0,0.36845,1.434137073888774,0.39460858702659607,6.059149265289307,0.0
keep/held_out_0001/seed2_2027500002.flac,D_e2_vocal_tail,held_out_0001,1,2027500002,0.01642,False,0,0,0.52299,1.8300270716759734,0.3090432584285736,6.925858974456787,0.368421052631579
keep/held_out_0001/seed3_2027500003.flac,D_e2_vocal_tail,held_out_0001,1,2027500003,0.08811,False,0,0,0.24088,1.6763536692258652,0.4523378610610962,6.050072193145752,0.26315789473684215
