bundle_rating_id,scorer_rating_id,bundle_name,identity_bundle_name,position,shuffle_seed,nonce_sha256,media_sha256,request_mode
r_4514f30fcb675c54bb75,bprime_0003_241ee6227824,t3_bprime_primary_v2,t3_bprime_primary,62,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,741b213aa02d0a2e483faf302424a6bab3b95ab8640ba645d2d73d8ddcba6055;74cb6060beb55997fc9ba3bf535b7d5cf167f3ae581c1b66f679e97273448767,vocal
r_9b08b2591c6a227624e2,bprime_0072_df79f7a2a65a,t3_bprime_primary_v2,t3_bprime_primary,63,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,73f0df552d3d478a65021877798ecfdf8c9f1521ebc60ddf56737e619645661f;73f0df552d3d478a65021877798ecfdf8c9f1521ebc60ddf56737e619645661f,instrumental
r_68e48dde3cc672b3080d,bprime_0079_5d36e7c1d3e0,t3_bprime_primary_v2,t3_bprime_primary,64,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,2a6d347d9ee689e893b1bc105ed9c96b0a0e6098bfffcac6b90c60e5377de976;8949cb86fed2476eb0e45b66733e2b3a8372eb39de17a2c56f2f2da0da1db28d,vocal
r_b7ca4c91c76750a14403,bprime_0077_5ecc13723d32,t3_bprime_primary_v2,t3_bprime_primary,65,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,b176c8fd3c151c4c1825dea91bb52e44a30163606c0fc221984119ae30fb89ff;b7f54d09ac6de2dd1eb98d79c6274fe2b9d567c7d1c180b115eb43daa0d27a38,vocal
r_e48eb7dc4f0e769820ff,bprime_0005_044855b58ce7,t3_bprime_primary_v2,t3_bprime_primary,66,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,c103c0e13389f3f7168944eb719c5b43d9612a53afd3aaf498ce5e5d772ba06f;c103c0e13389f3f7168944eb719c5b43d9612a53afd3aaf498ce5e5d772ba06f,instrumental
r_4cd979e117380c3ee62b,bprime_0056_50f5d6c203e5,t3_bprime_primary_v2,t3_bprime_primary,67,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,73f0df552d3d478a65021877798ecfdf8c9f1521ebc60ddf56737e619645661f;73f0df552d3d478a65021877798ecfdf8c9f1521ebc60ddf56737e619645661f,instrumental
r_b483c11495245feb8c61,bprime_0044_ba20def96016,t3_bprime_primary_v2,t3_bprime_primary,68,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,540ad822e3afcd5d6b0ee1f6a3edac7e4124dfce061d58115c7984fc1ba4fafb;540ad822e3afcd5d6b0ee1f6a3edac7e4124dfce061d58115c7984fc1ba4fafb,instrumental
r_87472f4858f69296d6e4,bprime_0039_af84389c7446,t3_bprime_primary_v2,t3_bprime_primary,69,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,f9621400ab231be2ee7e148cad2966ef40ea7da7b1a68d79d40d73dd616129ff;f9621400ab231be2ee7e148cad2966ef40ea7da7b1a68d79d40d73dd616129ff,vocal
r_c07260a6228499fa695d,bprime_0055_0cdf5568d4aa,t3_bprime_primary_v2,t3_bprime_primary,70,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,df4ac431254417fa85b17df1d8874301fef96074bdc17e59d6fa57692fb18513;df4ac431254417fa85b17df1d8874301fef96074bdc17e59d6fa57692fb18513,vocal
r_cec98ad5276f6235ee09,bprime_0009_8a6079b2cb47,t3_bprime_primary_v2,t3_bprime_primary,71,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,5e48ed711eeedda739395e4144e56608ca375f94f57482b88e84e3442baabb84;2ad80156195c8b00a0b70e7c93f8f4fc7ce373bd6dc5cf4e30375532f755bf05,vocal
r_4df094ad71639b862b08,bprime_0004_10458c26dadb,t3_bprime_primary_v2,t3_bprime_primary,72,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,122492b1264dafee7abef15a7a5636491a1f783f144c761863a5da53bd3689a5;007af0a987cd8e194a2200c1ee78da81a3aa7c4b8bd6a38903089527f4ee2aa4,vocal
r_d6cad9f63fe1a9fb7003,bprime_0037_259ca29de629,t3_bprime_primary_v2,t3_bprime_primary,73,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,83e01098c8be4c218eb8e3e33fe1357b3e7205d44fddf1780cb266caaeec3350;d015252e89eeab19096d9039308ddead4c7d04dfa7c5e3973f8f5167e982f906,vocal
r_479f8ea4480be4796da9,bprime_0080_1b6389bd4dcd,t3_bprime_primary_v2,t3_bprime_primary,74,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,355eab4f333d0b5817942a84b10ea12adafeeba4701a9f8221237250d0795ddc;355eab4f333d0b5817942a84b10ea12adafeeba4701a9f8221237250d0795ddc,vocal
r_652a6ccc27ff2190ecff,bprime_0026_354c5d84fb17,t3_bprime_primary_v2,t3_bprime_primary,75,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,30170c79bf6481c4106cfddc2e7628054f4ca18aeab84eee700580733f515ef2;30170c79bf6481c4106cfddc2e7628054f4ca18aeab84eee700580733f515ef2,instrumental
r_e7b6298a4da251a35ba5,bprime_0018_17aa4929a383,t3_bprime_primary_v2,t3_bprime_primary,76,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,f9566ab1aa08e87d0be95f63d05b61ae03a9ed3f635aaac092e3686c9450bf8e;28c24d2e0883a177491093cfa255659bc30364605fa1dfc1b69c17866d401e13,vocal
r_0c6d8f0a3500c403f829,bprime_0041_387a34d0d66e,t3_bprime_primary_v2,t3_bprime_primary,77,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,3916702654028275b6cd40e48ad4023c7b2f03c4901ea8ce6bf1605523fcfe1c;1083bbbc7838216d35b8429641e50620ad6b89ae2da4fabc3bdaebb7ad80eecd,vocal
r_14525d8793d837c3e3a5,bprime_0008_0459f0c2a734,t3_bprime_primary_v2,t3_bprime_primary,78,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,f5af8340bc453cd057fa05aaf025dfed8deb7c915aa0c9fb58c18558f32e4c50;50d0ffe742d55e4533d9aab0f413790e49275192d2561f19c0966bc17284a374,vocal
r_9351f2e72cd3ecb32453,bprime_0007_518ec44c8042,t3_bprime_primary_v2,t3_bprime_primary,79,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,d5df2647e45a29b177e3ae0a6599ed9beedfa1cfbf691e1930ba1cfd8dcbcba9;c29c2ac661088ddfc01aab806610d159f6f0a62c2933e4a2725f93d5f34a4761,vocal
r_0fa8460a6e8fb721ca2d,bprime_0035_d000a1547e65,t3_bprime_primary_v2,t3_bprime_primary,80,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,2ca893f9ea5ea6653fc4c5a4687e0322e61c5df7b22b690824c206e7dd70fe5a;51845dc2ea2139e769d1fe5dc88f31376c7ba84b2467491566c78aff235db112,vocal
