source_path,prompt_id,arm,rep,attempt,seed,requested_vocal,type_correct,prompt_vocal_stratum,clap_score,status,error,elapsed_s,device
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0001/a6_r2_t08_seed2026319208.flac,held_out_0001,6,2,8,2026319208,1,1,vocal,0.43091094493865967,ok,,0.298,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0002/a1_r0_t03_seed2026320003.flac,held_out_0002,1,0,3,2026320003,1,1,vocal,0.3201451301574707,ok,,0.448,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0002/a1_r1_t03_seed2026320103.flac,held_out_0002,1,1,3,2026320103,1,1,vocal,0.2445039451122284,ok,,0.244,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0002/a6_r0_t03_seed2026320003.flac,held_out_0002,6,0,3,2026320003,1,1,vocal,0.11601618677377701,ok,,0.345,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0002/a6_r1_t05_seed2026320105.flac,held_out_0002,6,1,5,2026320105,1,1,vocal,0.13841930031776428,ok,,0.189,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0003/a1_r0_t02_seed2026321002.flac,held_out_0003,1,0,2,2026321002,1,1,vocal,0.25804460048675537,ok,,0.289,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0003/a1_r1_t00_seed2026321100.flac,held_out_0003,1,1,0,2026321100,1,1,vocal,0.11945018172264099,ok,,0.205,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0003/a6_r0_t02_seed2026321002.flac,held_out_0003,6,0,2,2026321002,1,1,vocal,0.32344239950180054,ok,,0.287,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0003/a6_r1_t01_seed2026321101.flac,held_out_0003,6,1,1,2026321101,1,1,vocal,0.19983620941638947,ok,,0.196,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0004/a1_r0_t04_seed2026322004.flac,held_out_0004,1,0,4,2026322004,1,1,vocal,0.38822776079177856,ok,,1.161,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0004/a1_r1_t04_seed2026322104.flac,held_out_0004,1,1,4,2026322104,1,0,vocal,0.5044966340065002,ok,,0.351,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0004/a6_r0_t03_seed2026322003.flac,held_out_0004,6,0,3,2026322003,1,1,vocal,0.3130446970462799,ok,,0.352,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0004/a6_r1_t05_seed2026322105.flac,held_out_0004,6,1,5,2026322105,1,1,vocal,0.5325543284416199,ok,,0.752,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0005/a1_r0_t03_seed2026323003.flac,held_out_0005,1,0,3,2026323003,0,1,instrumental,0.3416770398616791,ok,,0.25,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0005/a1_r1_t01_seed2026323101.flac,held_out_0005,1,1,1,2026323101,0,1,instrumental,0.45954784750938416,ok,,0.251,cuda
